Conid,Date,Symbol,NAME,BOG_TH,SOG_TH,Exchange,alpha,beta,R11,R12,R22
6477859,29/04/2018,LHO,LASALLE HOTEL PROPERTIES,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
121665622,29/04/2018,ZAYO,ZAYO GROUP HOLDINGS INC,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
110650558,29/04/2018,FIVE,FIVE BELOW,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
11520,29/04/2018,RCL,ROYAL CARIBBEAN CRUISES LTD,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
9204,29/04/2018,LPX,LOUISIANA-PACIFIC CORP,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
1717101,29/04/2018,TUP,TUPPERWARE BRANDS CORP,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
4347,29/04/2018,ALB,ALBEMARLE CORP,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
251962528,29/04/2018,BIG,BIG LOTS INC,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
257944575,29/04/2018,PK,PARK HOTELS & RESORTS INC,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
29380756,29/04/2018,NDAQ,NASDAQ INC,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
46126937,29/04/2018,LDOS,LEIDOS HOLDINGS INC,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
11109,29/04/2018,XYL,XYLEM INC,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
188986978,29/04/2018,CMA,COMERICA INC,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
271967,29/04/2018,LKQ,LKQ CORP,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
202114841,29/04/2018,PLNT,PLANET FITNESS INC - CL A,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
94153980,29/04/2018,CUBE,CUBESMART,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
273733,29/04/2018,ETFC,E*TRADE FINANCIAL CORP,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
8677881,29/04/2018,AME,AMETEK INC,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
270408,29/04/2018,IDTI,INTEGRATED DEVICE TECH INC,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
4325,29/04/2018,AJG,ARTHUR J GALLAGHER & CO,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
281316445,29/04/2018,TDC,TERADATA CORP,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
252049038,29/04/2018,ILG,ILG INC,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
271303334,29/04/2018,BTU,PEABODY ENERGY CORP,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
4726021,29/04/2018,SWKS,SKYWORKS SOLUTIONS INC,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
101694297,29/04/2018,MTDR,MATADOR RESOURCES CO,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
268960158,29/04/2018,DXC,DXC TECHNOLOGY CO,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
265681,29/04/2018,ADSK,AUTODESK INC,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
277592500,29/04/2018,XRX,XEROX CORP,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
139816149,29/04/2018,ARMK,ARAMARK,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
109911821,29/04/2018,NOW,SERVICENOW INC,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
10376,29/04/2018,NOC,NORTHROP GRUMMAN CORP,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
280731752,29/04/2018,DK,DELEK US HOLDINGS INC,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
43739720,29/04/2018,CNK,CINEMARK HOLDINGS INC,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
81731135,29/04/2018,FRC,FIRST REPUBLIC BANK/CA,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
189114475,29/04/2018,IGT,INTERNATIONAL GAME TECHNOLOG,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
1767080,29/04/2018,CTXS,CITRIX SYSTEMS INC,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
13277,29/04/2018,HAIN,HAIN CELESTIAL GROUP INC,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
4369855,29/04/2018,INCY,INCYTE CORP,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
50530752,29/04/2018,AWK,AMERICAN WATER WORKS CO INC,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
93957038,29/04/2018,XPO,XPO LOGISTICS INC,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
80968828,29/04/2018,BAH,BOOZ ALLEN HAMILTON HOLDINGS,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
5513,29/04/2018,CCK,CROWN HOLDINGS INC,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
218939694,29/04/2018,DRE,DUKE REALTY CORP,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
8772,29/04/2018,KBH,KB HOME,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
273962,29/04/2018,RPM,RPM INTERNATIONAL INC,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
6207,29/04/2018,CMI,CUMMINS INC,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
73354293,29/04/2018,SWK,STANLEY BLACK & DECKER INC,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
45182651,29/04/2018,CXO,CONCHO RESOURCES INC,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
28840439,29/04/2018,AGO,ASSURED GUARANTY LTD,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
175833028,29/04/2018,HTA,HEALTHCARE TRUST OF AME-CL A,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
8093,29/04/2018,CNP,CENTERPOINT ENERGY INC,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
4730364,29/04/2018,JWN,NORDSTROM INC,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
6585,29/04/2018,DTE,DTE ENERGY COMPANY,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
257943749,29/04/2018,ATH,ATHENE HOLDING LTD-CLASS A,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
26734397,29/04/2018,BIIB,BIOGEN INC,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
71395583,29/04/2018,PPC,PILGRIM'S PRIDE CORP,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
6478100,29/04/2018,SRCL,STERICYCLE INC,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
11634,29/04/2018,RHI,ROBERT HALF INTL INC,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
275294,29/04/2018,TRMB,TRIMBLE INC,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
120643511,29/04/2018,CONE,CYRUSONE INC,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
229629397,29/04/2018,SPGI,S&P GLOBAL INC,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
45127739,29/04/2018,CME,CME GROUP INC,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
9063285,29/04/2018,ISRG,INTUITIVE SURGICAL INC,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
105316759,29/04/2018,AON,AON PLC,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
16191746,29/04/2018,BERY,BERRY GLOBAL GROUP INC,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
8127,29/04/2018,HR,HEALTHCARE REALTY TRUST INC,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
217948603,29/04/2018,ARRS,ARRIS INTERNATIONAL PLC,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
5794,29/04/2018,CLX,CLOROX COMPANY,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
6607758,29/04/2018,OFC,CORPORATE OFFICE PROPERTIES,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
295757261,29/04/2018,IQV,IQVIA HOLDINGS INC,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
10260,29/04/2018,NI,NISOURCE INC,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
9225,29/04/2018,LPT,LIBERTY PROPERTY TRUST,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
6517,29/04/2018,DOV,DOVER CORP,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
2730980,29/04/2018,STT,STATE STREET CORP,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
8097,29/04/2018,HP,HELMERICH & PAYNE,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
4316,29/04/2018,AIV,APARTMENT INVT & MGMT CO -A,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
170167160,29/04/2018,KEYS,KEYSIGHT TECHNOLOGIES IN,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
268057,29/04/2018,CRUS,CIRRUS LOGIC INC,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
29308796,29/04/2018,ACAD,ACADIA PHARMACEUTICALS INC,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
923707,29/04/2018,CREE,CREE INC,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
76649551,29/04/2018,HPP,HUDSON PACIFIC PROPERTIES IN,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
46970422,29/04/2018,ULTA,ULTA BEAUTY INC,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
11000,29/04/2018,HFC,HOLLYFRONTIER CORP,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
6477744,29/04/2018,FII,FEDERATED INVESTORS INC-CL B,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
11450,29/04/2018,PX,PRAXAIR INC,1,-1,NYSE,-0.002140848,0.188599861,0.001621273,0.00062003,0.187268891
